,text,class
1059,reserved cooking liquid,"[{'id': 'AG.01.r', 'name': 'Meal'}, {'id': 'AG.01.t.07', 'name': 'Cooking'}]"
5666,reserved date mixture,"[{'id': 'AG.01.h.01.e', 'name': 'Fruit containing stone'}]"
4602,reserved egg white,"[{'id': 'AG.01.g', 'name': 'Eggs'}, {'id': 'AG.01.k', 'name': 'Flour'}]"
1288,reserved juice,"[{'id': 'AG.01.ab', 'name': 'Fruit juice/squash'}, {'id': 'AG.01.l.02', 'name': 'Sweetener (syrup/honey/chocolate)'}]"
10445,reserved liquid,"[{'id': 'AG.01', 'name': 'Food'}]"
1795,reserved marinade,"[{'id': 'AG.01.m', 'name': 'Substances for food preparation'}]"
9512,reserved oil,"[{'id': 'AG.01.f', 'name': 'Fat/oil'}]"
10301,reserved oil mixture,"[{'id': 'AG.01.f', 'name': 'Fat/oil'}]"
12572,reserved olive oil,"[{'id': 'AG.01.f', 'name': 'Fat/oil'}]"
6019,reserved peach syrup,"[{'id': 'AG.01.h.01.e', 'name': 'Fruit containing stone'}, {'id': 'AG.01.l.02', 'name': 'Sweetener (syrup/honey/chocolate)'}]"
6384,reserved pineapple juice,"[{'id': 'AG.01.ab', 'name': 'Fruit juice/squash'}, {'id': 'AG.01.l.02', 'name': 'Sweetener (syrup/honey/chocolate)'}]"
9200,reserved raisins,"[{'id': 'AG.01.h.01', 'name': 'Fruit/a fruit'}, {'id': 'AG.01.h.01.b', 'name': 'Berry'}]"
8230,reserved raspberry mixture,"[{'id': 'AG.01.h.01.b', 'name': 'Berry'}]"
10572,reserved sauce,"[{'id': 'AG.01.h', 'name': 'Fruit and vegetables'}, {'id': 'AG.01.l.04', 'name': 'Sauce/dressing'}]"
11426,reserved sliced mushrooms,"[{'id': 'AG.01.h.02.h', 'name': 'Fungi'}, {'id': 'AG.01.t.05', 'name': 'Preparation for table/cooking'}]"
5805,rhubarb,"[{'id': 'AG.01.h.02.b', 'name': 'Stalk vegetables'}]"
6875,rhubarb mixture,"[{'id': 'AG.01.h.02.b', 'name': 'Stalk vegetables'}]"
9062,rhubarb syrup,"[{'id': 'AG.01.h.02.b', 'name': 'Stalk vegetables'}, {'id': 'AG.01.l.02', 'name': 'Sweetener (syrup/honey/chocolate)'}]"
1889,ribs,"[{'id': 'AG.01', 'name': 'Food'}]"
76,rice,"[{'id': 'AG.01.i', 'name': 'Corn/cereals/grain'}]"
5998,rice cereal,"[{'id': 'AG.01.i', 'name': 'Corn/cereals/grain'}]"
4785,rice flour,"[{'id': 'AG.01.i', 'name': 'Corn/cereals/grain'}, {'id': 'AG.01.j', 'name': 'Meal'}, {'id': 'AG.01.k', 'name': 'Flour'}]"
3655,rice milk,"[{'id': 'AG.01.e', 'name': 'Dairy produce'}, {'id': 'AG.01.i', 'name': 'Corn/cereals/grain'}]"
2018,rice mixture,"[{'id': 'AG.01.af', 'name': 'Tea manufacture'}, {'id': 'AG.01.i', 'name': 'Corn/cereals/grain'}]"
464,rice vermicelli,"[{'id': 'AG.01.i', 'name': 'Corn/cereals/grain'}, {'id': 'AG.01.n', 'name': 'Dishes and prepared food'}, {'id': 'AG.01.n.02', 'name': 'Soup/pottage'}]"
469,rice vermicelli noodles,"[{'id': 'AG.01.n', 'name': 'Dishes and prepared food'}, {'id': 'AG.01.i', 'name': 'Corn/cereals/grain'}, {'id': 'AG.01.n', 'name': 'Dishes and prepared food'}, {'id': 'AG.01.n.02', 'name': 'Soup/pottage'}]"
307,rice vinegar,"[{'id': 'AG.01.ae.01', 'name': 'Wine-making'}, {'id': 'AG.01.i', 'name': 'Corn/cereals/grain'}, {'id': 'AG.01.l', 'name': 'Additive'}]"
9927,rice wine,"[{'id': 'AG.01.i', 'name': 'Corn/cereals/grain'}, {'id': 'AG.01.y.01.a', 'name': 'Wine'}]"
2421,ricotta,"[{'id': 'AG.01.e.02', 'name': 'Cheese'}]"
3166,ricotta cheese,"[{'id': 'AG.01.e.02', 'name': 'Cheese'}, {'id': 'AG.01.n.18', 'name': 'Preserve'}]"
3220,ricotta mixture,"[{'id': 'AG.01.e.02', 'name': 'Cheese'}]"
11668,riesling wine,"[{'id': 'AG.01.y.01.a', 'name': 'Wine'}]"
8113,rind,"[{'id': 'AG.01.d.05', 'name': 'Pork'}]"
9392,roast,"[{'id': 'AG.01.n.06', 'name': 'Meat dishes'}]"
3595,roast beef,"[{'id': 'AG.01', 'name': 'Food'}]"
3777,roasted peppers,"[{'id': 'AG.01.l.03', 'name': 'Spice'}, {'id': 'AG.01.t.07', 'name': 'Cooking'}]"
11654,roasted red peppers,"[{'id': 'AG.01.ag', 'name': 'Coffee manufacture'}, {'id': 'AG.01.l.03', 'name': 'Spice'}, {'id': 'AG.01.t.07', 'name': 'Cooking'}]"
801,rock salt,"[{'id': 'AG.01.l.01', 'name': 'Salt'}, {'id': 'AG.01.w', 'name': 'Setting table'}]"
318,roll,"[{'id': 'AG.01.n.11', 'name': 'Bread'}]"
12015,rolled breasts,"[{'id': 'AG.01.d.02', 'name': 'Part/joint of animal'}]"
3331,rolled oats,"[{'id': 'AG.01.i', 'name': 'Corn/cereals/grain'}]"
63,rolled tortillas,"[{'id': 'AG.01.n.11', 'name': 'Bread'}, {'id': 'AG.01.n.12', 'name': 'Pancake/tortilla/oatcake'}]"
90,rolls,"[{'id': 'AG.01.n.11', 'name': 'Bread'}]"
658,romano cheese,"[{'id': 'AG.01.e.02', 'name': 'Cheese'}, {'id': 'AG.01.n.18', 'name': 'Preserve'}]"
463,room temperature water,"[{'id': 'AG.01.z', 'name': 'Water'}]"
3851,room-temperature egg whites,"[{'id': 'AG.01.g', 'name': 'Eggs'}, {'id': 'AG.01.k', 'name': 'Flour'}]"
8777,root beer,"[{'id': 'AG.01.h.02.a', 'name': 'Root vegetable'}, {'id': 'AG.01.y.01.b', 'name': 'Ale/beer'}]"
8072,rose,"[{'id': 'AG.01.y.01.a', 'name': 'Wine'}]"
5523,rose water,"[{'id': 'AG.01.z', 'name': 'Water'}]"
1683,rosemary,"[{'id': 'AF.28', 'name': 'Fragrant plants/plants used in perfumery'}]"
9552,rosemary mixture,"[{'id': 'AF.28', 'name': 'Fragrant plants/plants used in perfumery'}]"
11956,rosemary sprig,"[{'id': 'AF.10.b', 'name': 'Shoot/sprout/branch'}, {'id': 'AF.28', 'name': 'Fragrant plants/plants used in perfumery'}]"
9997,round loaf,"[{'id': 'AG.01.n.06', 'name': 'Meat dishes'}, {'id': 'AG.01.n.11', 'name': 'Bread'}]"
6472,rugelach,"[{'id': 'AG.01.n.15', 'name': 'Pastry'}]"
7196,rum,"[{'id': 'AG.01.y.01', 'name': 'Intoxicating liquor'}]"
5737,rum-flavored extract,"[{'id': 'AG.01', 'name': 'Food'}, {'id': 'AG.01.y.01', 'name': 'Intoxicating liquor'}]"
1547,russian-style salad dressing,"[{'id': 'AG.01.n.09', 'name': 'Prepared vegetables and dishes'}, {'id': 'AG.01.h.02', 'name': 'Vegetables'}]"
12714,rutabaga,"[{'id': 'AG.01.h.02.a', 'name': 'Root vegetable'}]"
8195,rye,"[{'id': 'AG.01.i', 'name': 'Corn/cereals/grain'}]"
5524,saffron,"[{'id': 'AE.08.i', 'name': 'Class Insecta (insects)'}]"
1697,sage,"[{'id': 'AG.01.h.02.i', 'name': 'Herb'}, {'id': 'AG.01.l', 'name': 'Additive'}]"
12006,salad,"[{'id': 'AG.01.h.02', 'name': 'Vegetables'}, {'id': 'AG.01.n.09', 'name': 'Prepared vegetables and dishes'}]"
1016,salad dressing,"[{'id': 'AG.01.h.02', 'name': 'Vegetables'}, {'id': 'AG.01.n.09', 'name': 'Prepared vegetables and dishes'}]"
1099,salad dressing mix,"[{'id': 'AG.01.h.02', 'name': 'Vegetables'}, {'id': 'AG.01.m', 'name': 'Substances for food preparation'}, {'id': 'AG.01.n.09', 'name': 'Prepared vegetables and dishes'}]"
11904,salad dressing mixture,"[{'id': 'AG.01.h.02', 'name': 'Vegetables'}, {'id': 'AG.01.n.09', 'name': 'Prepared vegetables and dishes'}]"
332,salmon,"[{'id': 'AG.01.d.07', 'name': 'Seafood'}]"
10524,salmon fillet,"[{'id': 'AG.01.d.07', 'name': 'Seafood'}]"
9751,salmon fillets,"[{'id': 'AG.01.d.07', 'name': 'Seafood'}]"
10538,salmon flakes,"[{'id': 'AG.01.d.07', 'name': 'Seafood'}]"
537,salmon mixture,"[{'id': 'AG.01.d.07', 'name': 'Seafood'}]"
378,salsa,"[{'id': 'AG.01.l.04', 'name': 'Sauce/dressing'}]"
3392,salsa verde,"[{'id': 'AG.01.l.04', 'name': 'Sauce/dressing'}]"
34,salt,"[{'id': 'AG.01.l.01', 'name': 'Salt'}, {'id': 'AG.01.w', 'name': 'Setting table'}]"
11173,salt,"[{'id': 'AG.01.l.01', 'name': 'Salt'}, {'id': 'AG.01.w', 'name': 'Setting table'}]"
3601,salt cod,"[{'id': 'AG.01.d.07', 'name': 'Seafood'}, {'id': 'AG.01.l.01', 'name': 'Salt'}, {'id': 'AG.01.w', 'name': 'Setting table'}]"
199,salted water,"[{'id': 'AG.01.z', 'name': 'Water'}, {'id': 'AG.01.t.05', 'name': 'Preparation for table/cooking'}]"
570,sambal oelek,"[{'id': 'AG.01', 'name': 'Food'}, {'id': 'AG.01.h', 'name': 'Fruit and vegetables'}, {'id': 'AG.01.l.04', 'name': 'Sauce/dressing'}]"
2320,sandwich,"[{'id': 'AG.01.n.11', 'name': 'Bread'}]"
1768,sandwiches,"[{'id': 'AG.01.n.11', 'name': 'Bread'}]"
8829,sangria,"[{'id': 'AG.01.y.01.a', 'name': 'Wine'}]"
916,sauce,"[{'id': 'AG.01.h', 'name': 'Fruit and vegetables'}, {'id': 'AG.01.l.04', 'name': 'Sauce/dressing'}]"
12019,sauce,"[{'id': 'AG.01.h', 'name': 'Fruit and vegetables'}, {'id': 'AG.01.l.04', 'name': 'Sauce/dressing'}]"
945,sauce mixture,"[{'id': 'AG.01.h', 'name': 'Fruit and vegetables'}, {'id': 'AG.01.l.04', 'name': 'Sauce/dressing'}]"
1088,sauerkraut,"[{'id': 'AG.01', 'name': 'Food'}]"
159,sauerkraut mixture,"[{'id': 'AG.01.af', 'name': 'Tea manufacture'}]"
149,sausage,"[{'id': 'AG.01.n.05', 'name': 'Sausage'}]"
1263,sausage meat,"[{'id': 'AG.01', 'name': 'Food'}, {'id': 'AG.01.d', 'name': 'Animals for food'}, {'id': 'AG.01.n.05', 'name': 'Sausage'}]"
151,sausage mixture,"[{'id': 'AG.01.af', 'name': 'Tea manufacture'}, {'id': 'AG.01.n.05', 'name': 'Sausage'}]"
2648,sausages,"[{'id': 'AG.01.n.05', 'name': 'Sausage'}]"
12273,saute green pepper,"[{'id': 'AG.01.l.03', 'name': 'Spice'}]"
4514,sauteed vegetables,"[{'id': 'AF.02.a', 'name': 'Food plant/vegetable'}]"
1322,sazon seasoning,"[{'id': 'AG.01.l', 'name': 'Additive'}, {'id': 'AG.01.t.05', 'name': 'Preparation for table/cooking'}]"
7929,scalded milk,"[{'id': 'AG.01.e', 'name': 'Dairy produce'}]"
3388,scallions,"[{'id': 'AF.20.e', 'name': 'Particular vegetables'}]"
10105,scallops,"[{'id': 'AG.01.d', 'name': 'Animals for food'}]"
8654,schnapps,"[{'id': 'AG.01', 'name': 'Food'}]"
3301,scrambled egg mixture,"[{'id': 'AG.01.g', 'name': 'Eggs'}]"
2593,scrambled eggs,"[{'id': 'AG.01.g', 'name': 'Eggs'}]"
1595,sea salt,"[{'id': 'AG.01.l.01', 'name': 'Salt'}, {'id': 'AG.01.w', 'name': 'Setting table'}]"
9532,seafood,"[{'id': 'AG.01', 'name': 'Food'}]"
12612,seafood mixture,"[{'id': 'AG.01.d.07', 'name': 'Seafood'}]"
9291,seafood seasoning,"[{'id': 'AG.01.l', 'name': 'Additive'}, {'id': 'AG.01.t.05', 'name': 'Preparation for table/cooking'}]"
968,seafood shells,"[{'id': 'AG.01.o', 'name': 'Animal food'}]"
12052,seared meat,"[{'id': 'AG.01', 'name': 'Food'}, {'id': 'AG.01.d', 'name': 'Animals for food'}]"
940,seasoned bread crumbs,"[{'id': 'AG.01.n.11', 'name': 'Bread'}, {'id': 'AG.01.t.05', 'name': 'Preparation for table/cooking'}]"
10205,seasoned flour,"[{'id': 'AG.01.j', 'name': 'Meal'}, {'id': 'AG.01.k', 'name': 'Flour'}, {'id': 'AG.01.t.05', 'name': 'Preparation for table/cooking'}]"
3500,seasoned oil,"[{'id': 'AG.01.f', 'name': 'Fat/oil'}, {'id': 'AG.01.t.05', 'name': 'Preparation for table/cooking'}]"
1404,seasoned salt,"[{'id': 'AG.01.l.01', 'name': 'Salt'}, {'id': 'AG.01.t.05', 'name': 'Preparation for table/cooking'}, {'id': 'AG.01.w', 'name': 'Setting table'}]"
646,seasoning,"[{'id': 'AG.01.l', 'name': 'Additive'}, {'id': 'AG.01.t.05', 'name': 'Preparation for table/cooking'}]"
1037,seasoning salt,"[{'id': 'AG.01.l', 'name': 'Additive'}, {'id': 'AG.01.l.01', 'name': 'Salt'}, {'id': 'AG.01.t.05', 'name': 'Preparation for table/cooking'}, {'id': 'AG.01.w', 'name': 'Setting table'}]"
913,seasonings,"[{'id': 'AG.01.l', 'name': 'Additive'}, {'id': 'AG.01.t.05', 'name': 'Preparation for table/cooking'}]"
317,seaweed sheet,"[{'id': 'AF.19', 'name': 'Algae, seaweed'}]"
309,seaweed sheets,"[{'id': 'AF.19', 'name': 'Algae, seaweed'}]"
805,seeds,"[{'id': 'AF.10.i', 'name': 'Seed'}]"
8199,seltzer water,"[{'id': 'AG.01.z', 'name': 'Water'}]"
8011,semi-sweet chocolate,"[{'id': 'AG.01.n.17.a', 'name': 'Sweets'}, {'id': 'AG.01.m', 'name': 'Substances for food preparation'}]"
7053,semisweet chocolate,"[{'id': 'AG.01.n.17.a', 'name': 'Sweets'}, {'id': 'AG.01.m', 'name': 'Substances for food preparation'}]"
3323,semolina flour,"[{'id': 'AG.01.i', 'name': 'Corn/cereals/grain'}, {'id': 'AG.01.k', 'name': 'Flour'}, {'id': 'AG.01.j', 'name': 'Meal'}]"
145,sesame oil,"[{'id': 'AG.01.f', 'name': 'Fat/oil'}]"
1527,sesame seeds,"[{'id': 'AF.10.i', 'name': 'Seed'}]"
588,shallot,"[{'id': 'AG.01', 'name': 'Food'}]"
2873,shallots,"[{'id': 'AG.01', 'name': 'Food'}]"
218,shell,"[{'id': 'AE.12.b', 'name': 'Order Chelonia (turtles, tortoises)'}, {'id': 'AF.10.h', 'name': 'Reproductive product - fruit, nut'}]"
107,shells,"[{'id': 'AE.07.d', 'name': 'Covering/skin'}, {'id': 'AE.08', 'name': 'Invertebrates'}]"
9149,sherbet,"[{'id': 'AG.01', 'name': 'Food'}]"
616,sherry,"[{'id': 'AG.01.y.01.a', 'name': 'Wine'}]"
2399,shiitake mushrooms,"[{'id': 'AG.01.h.02.h', 'name': 'Fungi'}]"
5048,shortening,"[{'id': 'AG.01.f', 'name': 'Fat/oil'}]"
10806,shredded basil,"[{'id': 'AF.12', 'name': 'Particular plants/herbs/shrubs'}, {'id': 'AF.20.e', 'name': 'Particular vegetables'}]"
6918,shredded carrots,"[{'id': 'AG.01.h.02.a', 'name': 'Root vegetable'}]"
1150,shredded cheddar cheese,"[{'id': 'AG.01.e.02', 'name': 'Cheese'}, {'id': 'AG.01.n.18', 'name': 'Preserve'}]"
637,shredded cheese,"[{'id': 'AG.01.e.02', 'name': 'Cheese'}, {'id': 'AG.01.n.18', 'name': 'Preserve'}]"
47,shredded chicken,"[{'id': 'AG.01.d.06', 'name': 'Fowls'}]"
8209,shredded coconut,"[{'id': 'AG.01.h.01.f', 'name': 'Nut'}]"
1240,shredded lettuce,"[{'id': 'AG.01.h.02.c', 'name': 'Leaf vegetables'}]"
12058,shredded meat,"[{'id': 'AG.01', 'name': 'Food'}, {'id': 'AG.01.d', 'name': 'Animals for food'}]"
11350,shredded pork,"[{'id': 'AG.01.d.05', 'name': 'Pork'}]"
12319,shredded soy cheese,"[{'id': 'AG.01.e.02', 'name': 'Cheese'}, {'id': 'AG.01.n.18', 'name': 'Preserve'}]"
1960,shredded zucchini,"[{'id': 'AG.01.h.02.f', 'name': 'Fruits as vegetables'}]"
466,shrimp,"[{'id': 'AG.01.d.07', 'name': 'Seafood'}]"
476,shrimp halves,"[{'id': 'AG.01.d.07', 'name': 'Seafood'}]"
11308,shrimp mixture,"[{'id': 'AG.01.d.07', 'name': 'Seafood'}]"
342,shrimp soup,"[{'id': 'AG.01.d.07', 'name': 'Seafood'}, {'id': 'AG.01.n.02', 'name': 'Soup/pottage'}]"
2177,shrimps,"[{'id': 'AG.01.d.07', 'name': 'Seafood'}]"
1923,simmering sauce,"[{'id': 'AG.01.h', 'name': 'Fruit and vegetables'}, {'id': 'AG.01.l.04', 'name': 'Sauce/dressing'}]"
2705,simmering water,"[{'id': 'AG.01.z', 'name': 'Water'}]"
8322,simple syrup,"[{'id': 'AG.01.l.02', 'name': 'Sweetener (syrup/honey/chocolate)'}]"
4913,skim milk,"[{'id': 'AG.01.e', 'name': 'Dairy produce'}]"
1230,skin,"[{'id': 'AG.01', 'name': 'Food'}]"
12339,skin side,"[{'id': 'AG.01', 'name': 'Food'}]"
2380,sliced almonds,"[{'id': 'AG.01.h.01.f', 'name': 'Nut'}, {'id': 'AG.01.t.05', 'name': 'Preparation for table/cooking'}]"
7997,sliced bananas,"[{'id': 'AG.01.h.01', 'name': 'Fruit/a fruit'}, {'id': 'AG.01.t.05', 'name': 'Preparation for table/cooking'}]"
3782,sliced basil,"[{'id': 'AG.01.t.05', 'name': 'Preparation for table/cooking'}]"
889,sliced cherry tomatoes,"[{'id': 'AG.01.h.01.e', 'name': 'Fruit containing stone'}, {'id': 'AG.01.h.02.f', 'name': 'Fruits as vegetables'}, {'id': 'AG.01.t.05', 'name': 'Preparation for table/cooking'}]"
10602,sliced chilies,"[{'id': 'AG.01.l.03', 'name': 'Spice'}]"
662,sliced french bread,"[{'id': 'AG.01.n.11', 'name': 'Bread'}, {'id': 'AG.01.t.05', 'name': 'Preparation for table/cooking'}]"
10721,sliced garlic,"[{'id': 'AG.01.h.02.e', 'name': 'Onion/leek/garlic'}, {'id': 'AG.01.t.05', 'name': 'Preparation for table/cooking'}]"
11275,sliced mushrooms,"[{'id': 'AG.01.h.02.h', 'name': 'Fungi'}, {'id': 'AG.01.t.05', 'name': 'Preparation for table/cooking'}]"
9884,sliced pickles,"[{'id': 'AG.01.t.05', 'name': 'Preparation for table/cooking'}, {'id': 'AG.01.t.06', 'name': 'Preserving/pickling'}]"
5672,sliced strawberries,"[{'id': 'AG.01.h.01.b', 'name': 'Berry'}, {'id': 'AG.01.t.05', 'name': 'Preparation for table/cooking'}]"
11555,sliced tenderloin,"[{'id': 'AG.01.t.05', 'name': 'Preparation for table/cooking'}]"
3290,small apple,"[{'id': 'AG.01.h.01.c', 'name': 'Apple'}]"
11178,small crumbles,"[{'id': 'AG.01.n.08', 'name': 'Prepared fruit and dishes'}]"
1386,small curd cottage cheese,"[{'id': 'AG.01.f', 'name': 'Fat/oil'}, {'id': 'AG.01.h.02.d', 'name': 'Cabbage/kale'}, {'id': 'AG.01.m', 'name': 'Substances for food preparation'}]"
2688,small patties,"[{'id': 'AG.01.n.15', 'name': 'Pastry'}, {'id': 'AG.01.n.17.a', 'name': 'Sweets'}]"
5591,small peas,"[{'id': 'AG.01.h.02.g', 'name': 'Pulse'}]"
10227,smoke flavoring,"[{'id': 'AG.01', 'name': 'Food'}]"
3119,smooth batter,"[{'id': 'AG.01.m', 'name': 'Substances for food preparation'}, {'id': 'AG.01.y.01', 'name': 'Intoxicating liquor'}]"
4617,smoothed batter,"[{'id': 'AG.01.m', 'name': 'Substances for food preparation'}]"
3791,smoothie,"[{'id': 'AG.01', 'name': 'Food'}]"
8885,smoothies,"[{'id': 'AG.01', 'name': 'Food'}]"
959,snack mix,"[{'id': 'AG.01.m', 'name': 'Substances for food preparation'}]"
11429,snow pea pods,"[{'id': 'AG.01.h.02.g', 'name': 'Pulse'}]"
9934,snow peas,"[{'id': 'AG.01.h.02.g', 'name': 'Pulse'}]"
3606,soaked bread,"[{'id': 'AG.01.ak.02.a', 'name': 'Excess in drinking'}, {'id': 'AG.01.n.11', 'name': 'Bread'}]"
1668,soda,"[{'id': 'AG.01.aa', 'name': 'Aerated/carbonated drink'}, {'id': 'AG.01.m', 'name': 'Substances for food preparation'}]"
8364,soda mixture,"[{'id': 'AG.01.aa', 'name': 'Aerated/carbonated drink'}, {'id': 'AG.01.m', 'name': 'Substances for food preparation'}]"
8602,soda water,"[{'id': 'AG.01.z', 'name': 'Water'}, {'id': 'AG.01.aa', 'name': 'Aerated/carbonated drink'}, {'id': 'AG.01.m', 'name': 'Substances for food preparation'}]"
1974,soft bread,"[{'id': 'AG.01.n.11', 'name': 'Bread'}]"
2295,soft butter,"[{'id': 'AG.01.e.01', 'name': 'Butter'}, {'id': 'AG.01.n', 'name': 'Dishes and prepared food'}]"
3389,soft goat cheese,"[{'id': 'AG.01.e.02', 'name': 'Cheese'}, {'id': 'AG.01.n.18', 'name': 'Preserve'}]"
873,softened butter,"[{'id': 'AG.01.e.01', 'name': 'Butter'}, {'id': 'AG.01.n', 'name': 'Dishes and prepared food'}]"
3097,softened cream cheese,"[{'id': 'AG.01.e', 'name': 'Dairy produce'}, {'id': 'AG.01.e.02', 'name': 'Cheese'}, {'id': 'AG.01.n', 'name': 'Dishes and prepared food'}, {'id': 'AG.01.n.18', 'name': 'Preserve'}]"
7931,softened gelatin mixture,"[{'id': 'AG.01', 'name': 'Food'}]"
3853,souffle,"[{'id': 'AG.01.n', 'name': 'Dishes and prepared food'}]"
2226,soup,"[{'id': 'AG.01.n.02', 'name': 'Soup/pottage'}]"
1608,soup mix,"[{'id': 'AG.01.m', 'name': 'Substances for food preparation'}, {'id': 'AG.01.n.02', 'name': 'Soup/pottage'}]"
9437,soup mixture,"[{'id': 'AG.01.n.02', 'name': 'Soup/pottage'}]"
176,sour cream,"[{'id': 'AG.01.e', 'name': 'Dairy produce'}, {'id': 'AG.01.n', 'name': 'Dishes and prepared food'}]"
705,sour cream mixture,"[{'id': 'AG.01.e', 'name': 'Dairy produce'}, {'id': 'AG.01.n', 'name': 'Dishes and prepared food'}]"
10393,sour cream sauce,"[{'id': 'AG.01.e', 'name': 'Dairy produce'}, {'id': 'AG.01.h', 'name': 'Fruit and vegetables'}, {'id': 'AG.01.l.04', 'name': 'Sauce/dressing'}, {'id': 'AG.01.n', 'name': 'Dishes and prepared food'}]"
7753,sour milk,"[{'id': 'AG.01.e', 'name': 'Dairy produce'}]"
8035,sour mix,"[{'id': 'AG.01', 'name': 'Food'}]"
3583,soy milk,"[{'id': 'AG.01.e', 'name': 'Dairy produce'}]"
141,soy sauce,"[{'id': 'AG.01.h', 'name': 'Fruit and vegetables'}, {'id': 'AG.01.l.04', 'name': 'Sauce/dressing'}]"
364,soy sauce mixture,"[{'id': 'AG.01.h', 'name': 'Fruit and vegetables'}, {'id': 'AG.01.l.04', 'name': 'Sauce/dressing'}]"
200,spaghetti,"[{'id': 'AG.01.n', 'name': 'Dishes and prepared food'}]"
9801,spaghetti mixture,"[{'id': 'AG.01.n', 'name': 'Dishes and prepared food'}]"
1921,spaghetti sauce,"[{'id': 'AG.01.h', 'name': 'Fruit and vegetables'}, {'id': 'AG.01.l.04', 'name': 'Sauce/dressing'}, {'id': 'AG.01.n', 'name': 'Dishes and prepared food'}]"
2546,spam,"[{'id': 'AG.01', 'name': 'Food'}]"
8233,sparkling cider,"[{'id': 'AG.01.y.01', 'name': 'Intoxicating liquor'}, {'id': 'AG.01.y.01.c', 'name': 'Cider'}]"
8637,sparkling water,"[{'id': 'AG.01.z', 'name': 'Water'}, {'id': 'AG.01.y.01', 'name': 'Intoxicating liquor'}]"
8317,sparkling white wine,"[{'id': 'AG.01.y.01', 'name': 'Intoxicating liquor'}, {'id': 'AG.01.y.01.a', 'name': 'Wine'}]"
4530,sparkling wine,"[{'id': 'AG.01.y.01', 'name': 'Intoxicating liquor'}, {'id': 'AG.01.y.01.a', 'name': 'Wine'}]"
2717,spears asparagus,"[{'id': 'AG.01.h.02.b', 'name': 'Stalk vegetables'}]"
3739,spelt flour,"[{'id': 'AG.01.j', 'name': 'Meal'}, {'id': 'AG.01.k', 'name': 'Flour'}]"
10231,spice,"[{'id': 'AG.01.l.03', 'name': 'Spice'}]"
7047,spice bars,"[{'id': 'AG.01.l.03', 'name': 'Spice'}]"
9591,spice mixture,"[{'id': 'AG.01.l.03', 'name': 'Spice'}]"
933,spices,"[{'id': 'AG.01.l.03', 'name': 'Spice'}]"
8977,spiciness,"[{'id': 'AG.01.l.03', 'name': 'Spice'}]"
425,spinach,"[{'id': 'AG.01.h.02.c', 'name': 'Leaf vegetables'}]"
1256,spinach dip,"[{'id': 'AG.01.h.02.c', 'name': 'Leaf vegetables'}, {'id': 'AG.01.l.04', 'name': 'Sauce/dressing'}]"
2271,spinach filling,"[{'id': 'AG.01.h.02.c', 'name': 'Leaf vegetables'}]"
1425,spinach mixture,"[{'id': 'AG.01.af', 'name': 'Tea manufacture'}, {'id': 'AG.01.h.02.c', 'name': 'Leaf vegetables'}]"
3069,spinach-mushroom mixture,"[{'id': 'AG.01.h.02.h', 'name': 'Fungi'}, {'id': 'AG.01.h.02.c', 'name': 'Leaf vegetables'}]"
8355,spirulina powder,"[{'id': 'AG.01', 'name': 'Food'}]"
7201,sprig,"[{'id': 'AF.10.b', 'name': 'Shoot/sprout/branch'}]"
5518,sprigs,"[{'id': 'AF.10.b', 'name': 'Shoot/sprout/branch'}]"
8698,spring greens,"[{'id': 'AG.01', 'name': 'Food'}]"
483,spring roll,"[{'id': 'AG.01', 'name': 'Food'}]"
9979,squash,"[{'id': 'AG.01.ab', 'name': 'Fruit juice/squash'}]"
9470,squash pieces,"[{'id': 'AG.01.ab', 'name': 'Fruit juice/squash'}, {'id': 'AG.01.n.11', 'name': 'Bread'}]"
2175,sriracha hot sauce,"[{'id': 'AG.01', 'name': 'Food'}, {'id': 'AG.01.h', 'name': 'Fruit and vegetables'}, {'id': 'AG.01.l.04', 'name': 'Sauce/dressing'}]"
793,sriracha sauce,"[{'id': 'AG.01.l.04', 'name': 'Sauce/dressing'}, {'id': 'AG.01.h', 'name': 'Fruit and vegetables'}]"
9933,steak,"[{'id': 'AG.01.d', 'name': 'Animals for food'}, {'id': 'AG.01.d.07', 'name': 'Seafood'}]"
11109,steak sauce,"[{'id': 'AG.01.d', 'name': 'Animals for food'}, {'id': 'AG.01.d.07', 'name': 'Seafood'}, {'id': 'AG.01.h', 'name': 'Fruit and vegetables'}, {'id': 'AG.01.l.04', 'name': 'Sauce/dressing'}]"
11877,steak seasoning,"[{'id': 'AG.01.d', 'name': 'Animals for food'}, {'id': 'AG.01.d.07', 'name': 'Seafood'}, {'id': 'AG.01.l', 'name': 'Additive'}, {'id': 'AG.01.t.05', 'name': 'Preparation for table/cooking'}]"
12100,steak slices,"[{'id': 'AG.01.d', 'name': 'Animals for food'}, {'id': 'AG.01.d.07', 'name': 'Seafood'}, {'id': 'AG.01.t.08', 'name': 'Equipment for food preparation'}]"
10471,steaks,"[{'id': 'AG.01.d', 'name': 'Animals for food'}, {'id': 'AG.01.d.07', 'name': 'Seafood'}]"
9298,steamed milk,"[{'id': 'AG.01.e', 'name': 'Dairy produce'}, {'id': 'AG.01.t.07', 'name': 'Cooking'}]"
11060,steamed peppers,"[{'id': 'AG.01.l.03', 'name': 'Spice'}, {'id': 'AG.01.t.07', 'name': 'Cooking'}]"
